Brand,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),fuel efficiency,Serial Number
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,14.8,9.8,12.6,22.0,290.0,0.043448277177481814,188
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22.0,290.0,0.043448277177481814,209
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22.0,290.0,0.043448277177481814,243
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22.0,290.0,0.043448277177481814,271
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22.0,290.0,0.043448277177481814,459
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22.0,290.0,0.043448277177481814,468
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16.0,290.0,0.06241379441886113,554
JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22.0,290.0,0.043448277177481814,565
LEXUS,IS F,SUBCOMPACT,5.0,8,AS8,Z,14.6,10.1,12.6,22.0,290.0,0.043448277177481814,673
MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.3,10.6,12.6,22.0,290.0,0.043448277177481814,705
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,A8,Z,14.1,10.2,12.4,23.0,290.0,0.04275861937424232,895
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22.0,290.0,0.043448277177481814,920
AUDI,Q7 TDI (modified),SUV - STANDARD,3.0,6,AS8,D,12.4,8.7,10.7,26.0,290.0,0.036896551066431506,1123
BUICK,ENCLAVE AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22.0,290.0,0.043448277177481814,1255
CADILLAC,XTS Vsport AWD,FULL-SIZE,3.6,6,AS6,Z,14.8,9.9,12.6,22.0,290.0,0.043448277177481814,1289
CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22.0,290.0,0.043448277177481814,1322
CHEVROLET,TRAVERSE AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22.0,290.0,0.043448277177481814,1369
GMC,ACADIA AWD,SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22.0,290.0,0.043448277177481814,1522
GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22.0,290.0,0.043448277177481814,1551
JAGUAR,XFR,MID-SIZE,5.0,8,AS8,E,21.3,14.1,18.1,16.0,290.0,0.06241379441886113,1650
LEXUS,RC F,SUBCOMPACT,5.0,8,AS8,Z,15.2,9.5,12.6,22.0,290.0,0.043448277177481814,1782
NISSAN,GT-R,SUBCOMPACT,3.8,6,AM6,Z,14.3,10.5,12.6,22.0,290.0,0.043448277177481814,1956
RAM,1500 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22.0,290.0,0.043448277177481814,2050
RAM,1500 4X4 FFV,PICKUP TRUCK - STANDARD,3.6,6,A8,X,14.6,10.1,12.6,22.0,290.0,0.043448277177481814,2051
TOYOTA,SIENNA AWD,MINIVAN,3.5,6,AS6,X,14.4,10.2,12.5,23.0,290.0,0.04310344827586207,3240
CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS8,Z,15.2,8.9,12.4,23.0,290.0,0.04275861937424232,3505
FORD,F-150 (Payload Pkg),PICKUP TRUCK - STANDARD,3.5,6,AS10,X,13.8,10.7,12.4,23.0,290.0,0.04275861937424232,3659
AUDI,A8,FULL-SIZE,4.0,8,AS8,Z,15.1,9.1,12.4,23.0,290.0,0.04275861937424232,4409
AUDI,A8L,FULL-SIZE,4.0,8,AS8,Z,15.1,9.1,12.4,23.0,290.0,0.04275861937424232,4410
LINCOLN,CONTINENTAL AWD,FULL-SIZE,3.0,6,AS6,X,14.5,9.8,12.3,23.0,290.0,0.0424137937611547,5065
NISSAN,FRONTIER,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.6,10.7,12.3,23.0,290.0,0.0424137937611547,5229
CHEVROLET,Silverado,PICKUP TRUCK - STANDARD,5.3,8,A8,X,14.1,10.2,12.4,23.0,290.0,0.04275861937424232,5656
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.0,17.4,16.0,290.0,0.05999999868458715,5766
FORD,F-150 FFV (LT Tire Pkg),PICKUP TRUCK - STANDARD,5.0,8,AS10,E,20.3,14.0,17.5,16.0,290.0,0.0603448275862069,5768
NISSAN,Frontier,PICKUP TRUCK - SMALL,2.5,4,A5,X,13.7,10.7,12.3,23.0,290.0,0.0424137937611547,6274
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23.0,290.0,0.04275861937424232,6380
BMW,750i xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23.0,290.0,0.04275861937424232,6583
BMW,750Li xDrive Sedan,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23.0,290.0,0.04275861937424232,6584
BMW,Alpina B7 xDrive,FULL-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23.0,290.0,0.04275861937424232,6585
BMW,M2 Competition,SUBCOMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23.0,290.0,0.04275861937424232,6586
BMW,M4 Coupe,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23.0,290.0,0.04275861937424232,6602
BMW,M4 Coupe Competition,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23.0,290.0,0.04275861937424232,6603
BMW,M4 CS,COMPACT,3.0,6,AM7,Z,14.1,10.3,12.4,23.0,290.0,0.04275861937424232,6606
BMW,M850i xDrive Cabriolet,SUBCOMPACT,4.4,8,AS8,Z,14.5,9.9,12.4,23.0,290.0,0.04275861937424232,6617
BMW,M850i xDrive Gran Coupe,MID-SIZE,4.4,8,AS8,Z,14.5,9.9,12.4,23.0,290.0,0.04275861937424232,6619
CHEVROLET,Corvette,TWO-SEATER,6.2,8,AS8,Z,15.4,8.7,12.4,23.0,290.0,0.04275861937424232,6694
FORD,F-150 4X4,PICKUP TRUCK - STANDARD,3.0,6,AS10,D,11.9,9.4,10.8,26.0,290.0,0.037241379968051255,6807
JEEP,Gladiator 4X4,PICKUP TRUCK - STANDARD,3.6,6,A8,X,13.7,10.7,12.3,23.0,290.0,0.0424137937611547,7016
RAM,1500 eTorque,PICKUP TRUCK - STANDARD,5.7,8,A8,X,14.1,10.3,12.4,23.0,290.0,0.04275861937424232,7276
ACURA,TSX,COMPACT,3.5,6,AS5,Z,12.1,8.3,10.4,27.0,239.0,0.04351464275535679,12
AUDI,Q5,SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,27.0,239.0,0.04351464275535679,40
FORD,TRANSIT CONNECT WAGON,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,11.9,8.5,10.4,27.0,239.0,0.04351464275535679,432
LEXUS,GS 350,MID-SIZE,3.5,6,AS8,Z,12.1,8.3,10.4,27.0,239.0,0.04351464275535679,663
LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27.0,239.0,0.04351464275535679,668
MERCEDES-BENZ,C 350 4MATIC,COMPACT,3.5,6,AS7,Z,11.9,8.6,10.4,27.0,239.0,0.04351464275535679,732
MERCEDES-BENZ,E 350 4MATIC COUPE,SUBCOMPACT,3.5,6,AS7,Z,11.9,8.5,10.4,27.0,239.0,0.04351464275535679,747
MERCEDES-BENZ,E 350 CABRIOLET,SUBCOMPACT,3.5,6,AS7,Z,12.0,8.5,10.4,27.0,239.0,0.04351464275535679,749
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27.0,239.0,0.04351464275535679,894
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27.0,239.0,0.04351464275535679,906
AUDI,Q5,SUV - SMALL,2.0,4,AS8,Z,12.0,8.5,10.4,27.0,239.0,0.04351464275535679,1118
BMW,M235i COUPE,SUBCOMPACT,3.0,6,M6,Z,11.9,8.5,10.4,27.0,239.0,0.04351464275535679,1219
FORD,EXPLORER,SUV - STANDARD,2.0,4,A6,X,11.9,8.5,10.4,27.0,239.0,0.04351464275535679,1460
FORD,TAURUS FFV,FULL-SIZE,3.5,6,AS6,X,12.2,8.2,10.4,27.0,239.0,0.04351464275535679,1513
FORD,TRANSIT CONNECT WAGON TAXI,SPECIAL PURPOSE VEHICLE,2.5,4,AS6,X,12.0,8.5,10.4,27.0,239.0,0.04351464275535679,1520
HYUNDAI,TUCSON AWD,SUV - SMALL,2.0,4,AS6,X,11.4,9.3,10.4,27.0,239.0,0.04351464275535679,1615
KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.8,8.7,10.4,27.0,239.0,0.04351464275535679,1731
LEXUS,IS 250 AWD,COMPACT,2.5,6,AS6,Z,11.8,8.7,10.4,27.0,239.0,0.04351464275535679,1767
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6,AS7,Z,12.0,8.5,10.4,27.0,239.0,0.04351464275535679,1846
NISSAN,PATHFINDER,SUV - SMALL,3.5,6,AV,X,11.9,8.6,10.4,27.0,239.0,0.04351464275535679,1967
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27.0,239.0,0.04351464275535679,2020
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6,M6,Z,11.9,8.6,10.4,27.0,239.0,0.04351464275535679,2029
TOYOTA,VENZA,SUV - SMALL,2.7,4,AS6,X,11.6,9.0,10.4,27.0,239.0,0.04351464275535679,2135
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6,AM6,Z,11.9,8.5,10.4,27.0,239.0,0.04351464275535679,2177
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6,AS6,E,17.0,11.5,14.5,19.0,239.0,0.060669456066945605,2438
CHRYSLER,200 FFV,MID-SIZE,3.6,6,A9,X,12.4,7.5,10.2,28.0,239.0,0.04267782346972861,2491
HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.7,8.7,10.3,27.0,239.0,0.04309623510767725,2741
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6,AS7,Z,11.8,8.4,10.2,28.0,239.0,0.04267782346972861,2997
SUBARU,LEGACY AWD,MID-SIZE,3.6,6,AV6,X,11.9,8.2,10.2,28.0,239.0,0.04267782346972861,3203
VOLVO,S60 CC T5 AWD,COMPACT,2.5,5,AS6,X,11.8,8.6,10.3,27.0,239.0,0.04309623510767725,3288
VOLVO,V60 CC T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.8,8.6,10.3,27.0,239.0,0.04309623510767725,3298
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.8,9.5,10.2,28.0,239.0,0.04267782346972861,3312
FORD,ESCAPE AWD,SUV - SMALL,2.0,4,AS6,X,11.5,8.7,10.2,28.0,239.0,0.04267782346972861,3644
FORD,MUSTANG (Performance Pkg),SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28.0,239.0,0.04267782346972861,3706
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,2.3,4,AS6,X,11.8,8.3,10.2,28.0,239.0,0.04267782346972861,3714
GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11.0,9.2,10.2,28.0,239.0,0.04267782346972861,3736
LINCOLN,MKZ AWD,MID-SIZE,2.0,4,AS6,X,11.8,8.4,10.2,28.0,239.0,0.04267782346972861,4001
MERCEDES-BENZ,E 400 COUPE,SUBCOMPACT,3.0,6,AS7,Z,11.8,8.4,10.2,28.0,239.0,0.04267782346972861,4079
VOLVO,XC90 T5 AWD,SUV - STANDARD,2.0,4,AS8,Z,10.8,9.5,10.2,28.0,239.0,0.04267782346972861,4370
AUDI,S5 CABRIOLET,SUBCOMPACT,3.0,6,AM8,Z,11.9,8.1,10.2,28.0,239.0,0.04267782346972861,4425
GMC,ACADIA,SUV - STANDARD,2.5,4,A6,X,11.0,9.2,10.2,28.0,239.0,0.04267782346972861,4808
GMC,TERRAIN AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28.0,239.0,0.04267782346972861,4839
JEEP,CHEROKEE 4X4 ACTIVE DRIVE II,SUV - SMALL,2.4,4,A9,X,11.4,8.7,10.2,28.0,239.0,0.04267782346972861,4964
SUBARU,BRZ tS,MINICOMPACT,2.0,4,M6,Z,11.6,8.6,10.2,28.0,239.0,0.04267782346972861,5350
FORD,Escape AWD,SUV - SMALL,2.0,4,AS6,X,11.5,8.7,10.2,28.0,239.0,0.04267782346972861,5746
GMC,Terrain AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28.0,239.0,0.04267782346972861,5868
HYUNDAI,Tucson AWD,SUV - SMALL,2.0,4,AS6,X,10.8,9.2,10.1,28.0,239.0,0.04225941582204906,5948
MERCEDES-BENZ,AMG E 53 4MATIC+ Wagon,STATION WAGON - MID-SIZE,3.0,6,A9,Z,11.5,8.6,10.2,28.0,239.0,0.04267782346972861,6165
GMC,Terrain AWD,SUV - SMALL,2.0,4,A9,Z,11.2,9.0,10.2,28.0,239.0,0.04267782346972861,6890
HYUNDAI,Tucson AWD,SUV - SMALL,2.0,4,AS6,X,10.8,9.2,10.1,28.0,239.0,0.04225941582204906,6964
KIA,Sportage AWD,SUV - SMALL,2.4,4,AS6,X,10.8,9.1,10.0,28.0,239.0,0.04184100418410042,7056
SUBARU,BRZ tS,MINICOMPACT,2.0,4,M6,Z,11.6,8.6,10.2,28.0,239.0,0.04267782346972861,7297
FORD,EXPEDITION 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20.0,333.0,0.042642642069865275,3645
GMC,YUKON XL DENALI 4WD,SUV - STANDARD,6.2,8,A8,Z,16.3,11.7,14.2,20.0,333.0,0.042642642069865275,3783
LINCOLN,NAVIGATOR 4X4,SUV - STANDARD,3.5,6,AS6,X,15.9,12.0,14.2,20.0,333.0,0.042642642069865275,4004
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,16.0,12.0,14.2,20.0,333.0,0.042642642069865275,4192
ASTON MARTIN,Vantage V8,TWO-SEATER,4.0,8,M7,Z,16.7,11.2,14.2,20.0,333.0,0.042642642069865275,6525
CADILLAC,Escalade 4WD,SUV - STANDARD,6.2,8,A10,Z,16.7,11.1,14.2,20.0,333.0,0.042642642069865275,6667
BENTLEY,CONTINENTAL GTC,SUBCOMPACT,4.0,8,AS8,Z,17.4,10.2,14.2,20.0,332.0,0.042771083762846794,72
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.8,10.9,14.2,20.0,332.0,0.042771083762846794,2214
CADILLAC,CTS-V,MID-SIZE,6.2,8,AS8,Z,16.6,11.1,14.1,20.0,332.0,0.04246988066707749,2392
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20.0,332.0,0.042771083762846794,2452
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.3,11.6,14.2,20.0,332.0,0.042771083762846794,2672
HYUNDAI,GENESIS AWD,FULL-SIZE,5.0,8,AS8,Z,17.3,10.5,14.2,20.0,332.0,0.042771083762846794,2736
GENESIS,G80 AWD,FULL-SIZE,5.0,8,AS8,Z,17.2,10.5,14.2,20.0,332.0,0.042771083762846794,3733
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20.0,332.0,0.04246988066707749,4392
ASTON MARTIN,Rapide AMR,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20.0,332.0,0.04246988066707749,5478
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20.0,332.0,0.042771083762846794,5861
CHEVROLET,Silverado 4WD LT Trail Boss,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20.0,332.0,0.042771083762846794,6724
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,6.2,8,A10,Z,15.7,12.4,14.2,20.0,332.0,0.042771083762846794,6887
DODGE,DURANGO AWD (MDS),SUV - STANDARD,5.7,8,A8,X,17.3,10.8,14.4,20.0,331.0,0.043504530569577864,324
LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,SUV - STANDARD,5.0,8,AS8,E,24.0,16.6,20.7,14.0,331.0,0.0625377666554062,653
FORD,EXPEDITION MAX 4X4,SUV - STANDARD,3.5,6,AS6,X,16.4,12.0,14.4,20.0,331.0,0.043504530569577864,1459
LAND ROVER,RANGE ROVER SPORT SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,E,24.0,16.6,20.7,14.0,331.0,0.0625377666554062,1758
LINCOLN,NAVIGATOR L 4X4,SUV - STANDARD,3.5,6,AS6,X,16.1,12.3,14.4,20.0,331.0,0.043504530569577864,1798
NISSAN,XTERRA 4WD,SUV - SMALL,4.0,6,M6,X,16.0,12.3,14.4,20.0,331.0,0.043504530569577864,1981
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20.0,331.0,0.04290030153856537,2875
ASTON MARTIN,RAPIDE S,SUBCOMPACT,6.0,12,A8,Z,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,3329
CADILLAC,ESCALADE 4WD,SUV - STANDARD,6.2,8,A8,Z,16.1,11.7,14.1,20.0,331.0,0.04259818846365476,3481
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20.0,331.0,0.04259818846365476,3504
LAMBORGHINI,HURACAN,TWO-SEATER,5.2,10,AM7,Z,16.4,11.4,14.2,20.0,331.0,0.04290030153856537,3963
CHEVROLET,COLORADO ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20.0,331.0,0.04259818846365476,4564
CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20.0,331.0,0.04259818846365476,4604
DODGE,DURANGO AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,4673
GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A8,Z,16.0,11.7,14.1,20.0,331.0,0.04259818846365476,4833
JEEP,GRAND CHEROKEE 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,4974
NISSAN,TITAN 4WD PRO-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20.0,331.0,0.04259818846365476,5258
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20.0,331.0,0.04259818846365476,5627
CHEVROLET,Corvette Z06,TWO-SEATER,6.2,8,AS8,Z,17.2,10.1,14.0,20.0,331.0,0.04229607250755287,5630
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,5723
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,6008
NISSAN,Titan 4WD Pro-4X,PICKUP TRUCK - STANDARD,5.6,8,AS7,X,15.9,11.9,14.1,20.0,331.0,0.04259818846365476,6302
CHEVROLET,Colorado ZR2 4WD,PICKUP TRUCK - SMALL,3.6,6,A8,X,15.0,13.0,14.1,20.0,331.0,0.04259818846365476,6693
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20.0,331.0,0.04259818846365476,6713
CHEVROLET,Silverado 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20.0,331.0,0.04259818846365476,6715
DODGE,Durango AWD,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,6770
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,4.3,6,A6,X,15.7,12.0,14.1,20.0,331.0,0.04259818846365476,6877
GMC,Sierra 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.9,11.8,14.1,20.0,331.0,0.04259818846365476,6878
JEEP,Grand Cherokee 4X4,SUV - STANDARD,5.7,8,A8,X,16.7,10.9,14.1,20.0,331.0,0.04259818846365476,7019
BENTLEY,CONTINENTAL GT,SUBCOMPACT,4.0,8,AS8,Z,16.3,9.8,13.4,21.0,314.0,0.04267515802079705,70
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21.0,314.0,0.04267515802079705,2830
BMW,X5 xDrive50i,SUV - STANDARD,4.4,8,AS8,Z,15.3,11.1,13.4,21.0,314.0,0.04267515802079705,5570
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5671
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5672
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5678
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5679
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5869
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5870
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5876
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,5877
LINCOLN,Navigator 4X4,SUV - STANDARD,3.5,6,AS10,X,15.0,11.4,13.4,21.0,314.0,0.04267515802079705,6110
CHEVROLET,Suburban,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6727
CHEVROLET,Suburban FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6728
CHEVROLET,Tahoe,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6734
CHEVROLET,Tahoe FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6735
GMC,Sierra 4WD AT4,PICKUP TRUCK - STANDARD,5.3,8,A8,X,15.1,11.4,13.4,21.0,314.0,0.04267515802079705,6883
GMC,Yukon,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6891
GMC,Yukon FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6892
GMC,Yukon XL,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6898
GMC,Yukon XL FFV,SUV - STANDARD,5.3,8,A6,X,15.7,10.5,13.4,21.0,314.0,0.04267515802079705,6899
PORSCHE,CAYENNE,SUV - STANDARD,3.6,6,M6,Z,15.8,10.9,13.6,21.0,313.0,0.04345048045197996,896
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.8,10.9,13.6,21.0,313.0,0.04345048045197996,916
AUDI,RS 7,MID-SIZE,4.0,8,AS8,Z,16.6,9.4,13.3,21.0,313.0,0.04249201338892927,1134
JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21.0,313.0,0.04345048045197996,1660
JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21.0,313.0,0.04345048045197996,1662
RAM,1500 (MDS),PICKUP TRUCK - STANDARD,5.7,8,A8,X,15.7,10.9,13.6,21.0,313.0,0.04345048045197996,2047
AUDI,RS 7 QUATTRO,MID-SIZE,4.0,8,AS8,Z,16.6,9.4,13.3,21.0,313.0,0.04249201338892927,2249
CHEVROLET,CORVETTE Z06,TWO-SEATER,6.2,8,M7,Z,15.7,10.6,13.4,21.0,313.0,0.04281150037869097,2416
DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,A5,X,16.1,10.0,13.4,21.0,313.0,0.04281150037869097,2525
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,313.0,0.04249201338892927,2791
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21.0,313.0,0.04249201338892927,2792
MERCEDES-BENZ,AMG S 63,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21.0,313.0,0.04217252335228478,2978
MERCEDES-BENZ,AMG S 63 COUPE,COMPACT,5.5,8,AS7,Z,15.3,10.2,13.0,22.0,313.0,0.04153354632587859,2979
NISSAN,FRONTIER 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.0,11.2,13.3,21.0,313.0,0.04249201338892927,3076
JAGUAR,XJR,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21.0,313.0,0.04249201338892927,3881
JAGUAR,XJR  LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21.0,313.0,0.04249201338892927,3882
JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21.0,313.0,0.04281150037869097,3919
MERCEDES-BENZ,AMG S 63 4MATIC,FULL-SIZE,5.5,8,AS7,Z,15.7,10.1,13.2,21.0,313.0,0.04217252335228478,4060
AUDI,S8,MID-SIZE,4.0,8,AS8,Z,16.2,9.9,13.4,21.0,313.0,0.04281150037869097,4429
CHEVROLET,SUBURBAN 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21.0,313.0,0.04249201338892927,4619
GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,15.3,10.9,13.3,21.0,313.0,0.04249201338892927,4850
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21.0,313.0,0.04249201338892927,4956
JEEP,WRANGLER JK UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.7,11.7,13.4,21.0,313.0,0.04281150037869097,4991
MERCEDES-BENZ,AMG E 63 S 4MATIC,MID-SIZE,4.0,8,A9,Z,15.5,10.6,13.3,21.0,313.0,0.04249201338892927,5124
JAGUAR,XJR LWB,FULL-SIZE,5.0,8,AS8,Z,15.8,10.3,13.3,21.0,313.0,0.04249201338892927,5992
PORSCHE,Panamera GTS ST,FULL-SIZE,4.0,8,AM8,Z,15.7,10.5,13.4,21.0,313.0,0.04281150037869097,6373
NISSAN,Titan 4WD,PICKUP TRUCK - STANDARD,5.6,8,AS9,Z,15.1,11.1,13.3,21.0,313.0,0.04249201338892927,7247
